ID,IC50(nM),SMILES
70691974,4.8999999999999995,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=C(C=C4)C(F)(F)F)CC(=O)O
70685629,3.4,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=C(C=C4)Cl)CC(=O)O
72736854,8.7,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=C(C=C4)OC(F)(F)F)CC(=O)O
72737190,9.9,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-])CC(=O)O
70687781,45.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CC=C4Cl)CC(=O)O
76320915,48.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CC=N4)CC(=O)O
70696139,83.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=NC=C4)CC(=O)O
72736700,67.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=CSC=N4)CC(=O)O
70696140,290.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=NC=CC=N4)CC(=O)O
72736699,322.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C4=NN=CC=C4)CC(=O)O
70681414,4.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)C=CC4=CC(=C(C=C4)Cl)Cl)CC(=O)O
72737020,15.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)CC4=CC(=C(C=C4)Cl)Cl)CC(=O)O
70683534,13.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)CCC4=CC(=C(C=C4)Cl)Cl)CC(=O)O
67007529,13.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)Cl)Cl)CC(=O)O
67008149,5.2,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NC(=O)OCC4=CC(=C(C=C4)Cl)Cl)CC(=O)O
67008500,6.1000000000000005,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NCC4=CC(=C(C=C4)Cl)Cl)CC(=O)O
67008150,340.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl)CC(=O)O
67007255,38.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)OCC4=CC(=C(C=C4)Cl)Cl)CC(=O)O
56654115,12.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)OCCC4=CC=C(C=C4)Cl)CC(=O)O
72737384,11.0,C1=CC=C2C(=C1)C(=CN=C2C(=O)C3=CC=C(C=C3)OCCCC4=CC=C(C=C4)Cl)CC(=O)O
46865311,4300.0,C1=CC=C2C(=C1)C3=C(S2(=O)=O)C=C(C=C3)C#CC4=C(C=CC(=C4)Cl)OCC(=O)O
70689824,3.2,C1=CC=C2C(=C1)C=C(N2)C(=O)NC3=CC=C(C=C3)C(=O)C4=NC=C(C5=CC=CC=C54)CC(=O)O
72736518,3.8,C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC=C(C=C3)C(=O)C4=NC=C(C5=CC=CC=C54)CC(=O)O
72736517,31.0,C1=CC=C2C(=C1)C=CC=C2C(=O)NC3=CC=C(C=C3)C(=O)C4=NC=C(C5=CC=CC=C54)CC(=O)O
46230044,41.0,C1=CC=C2C(=C1)C=CC=C2CC3=NC(=C(S3)CC(=O)O)C4=CC=C(C=C4)Cl
3145374,96.0,C1=CC=C2C(=C1)C=CC=C2NC3=NC(=C(S3)CC(=O)O)C4=CC=C(C=C4)Cl
2772718,2000.0,C1=CC=C2C(=C1)C=CC=C2OCCSC3=NC4=CC=CC=C4N3CC(=O)O
70682004,470.0,C1=CC=C2C(=C1)N=C(N2CC(=O)O)SCC3=C(C=CC(=C3)Cl)Cl
70682003,380.0,C1=CC=C2C(=C1)N=C(N2CC(=O)O)SCC3=CC(=C(C=C3)Cl)Cl
70688381,370.0,C1=CC=C2C(=C1)N=C(N2CC(=O)O)SCC3=CC(=CC=C3)Br
70686259,186.0,C1=CC=C2C(=C1)N=C(N2CC(=O)O)SCC3=CC(=CC=C3)Cl
70694622,220.0,C1=CC=C2C(=C1)N=C(N2CC(=O)O)SCC3=CC=C(C=C3)Br
69465230,160.0,C1=CC=C2C(=C1)N=C(N2CC(=O)O)SCC3=CC=C(C=C3)Cl
2848830,1500.0,C1=CC=C2C(=C1)N=C(N2CC(=O)O)SCCOC3=CC=C(C=C3)Cl
70691973,4.0,C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=C(C=C3)C(=O)C4=NC=C(C5=CC=CC=C54)CC(=O)O
46229891,41.0,C1=CC=C2C=C(C=CC2=C1)CC3=NC(=C(S3)CC(=O)O)C4=CC=C(C=C4)Cl
46230430,220.0,C1=CC=C2C=C(C=CC2=C1)NC3=NC(=C(S3)CC(=O)O)C4=CC=C(C=C4)Br
2772717,2500.0,C1=CC=C2C=C(C=CC2=C1)OCCSC3=NC4=CC=CC=C4N3CC(=O)O
9566762,255.0,C1=CC=NC(=C1)NN=CC2=C(C=CC(=C2)Br)OCC(=O)O
46229751,18.0,C1=COC(=C1)C2=C(SC(=N2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)CC(=O)O
46229883,550.0,C1=COC(=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl
76328986,33.7,C1C(=NOC1(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC5=C(C=C4)C(=O)N(C(=N5)CCCCC(=O)O)C6=CC=C(C=C6)F
76310898,58.5,C1C(=NOC1(CO)C2=CC=CC=C2)C3=CC4=C(C=C3)C(=O)N(C(=N4)CCCCC(=O)O)C5=CC=C(C=C5)F
15949764,296.0,C1C(=O)N(C(=O)C12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=C(C(=CC=C4)F)F
15949395|24776306,15.65,C1C(=O)N(C(=O)C12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=C(C=CC(=C4)Cl)F
15949299,82.0,C1C(=O)N(C(=O)C12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=CC(=CC(=C4)Cl)Cl
15949677|15950100,99.0,C1C(=O)N(C(=O)C12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=CC(=CC=C4)Cl
15950103,182.0,C1C(=O)N(C(=O)C12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=CC=C(C=C4)F
15950271|24776300,130.0,C1C(=O)N(C(=O)C12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=CC=CC=C4
15950102|24776302,126.0,C1C(=O)N(C(=O)C12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=CC=CC=C4F
24776291,48.0,C1C(=O)N(C(=O)C12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=CSC(=N4)C5=CC(=CC=C5)Cl
24776297|24776307|24776308,62.0,C1C(=O)N(CC12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=C(C=CC(=C4)Cl)F
24776296,1350.0,C1C(=O)N(CC12C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)O)CC4=CC=CC=C4
46230043,500.0,C1C(OC2=CC=CC=C2O1)C3=NC(=C(S3)CC(=O)O)C4=CC=C(C=C4)Cl
67274014,7.0,C1C2=CC=CC=C2CN(C3=CC=CC=C31)C(=O)C(=CC4=CN(C5=CC=CC=C54)CC(=O)O)C#N
72736343,21.0,C1C2CC3CC1CC(C2)(C3)CC(=O)NC4=CC=C(C=C4)C(=O)C5=NC=C(C6=CC=CC=C65)CC(=O)O
57395246,5.0,C1CC(C1)NC(=O)C2=CC(=C(C=C2)OC3=C(C=C(C(=C3)F)CC(=O)O)Cl)NS(=O)(=O)C4=C(C=C(C=C4)OC(F)(F)F)Cl
57402258,13.0,C1CC(C1)NC(=O)C2=CC(=C(C=C2)OC3=C(C=C(C(=C3)F)CC(=O)O)F)NS(=O)(=O)C4=C(C=C(C=C4)C(F)(F)F)Cl
57400457,25.0,C1CC(C1)NC(=O)C2=CC(=C(C=C2)OC3=C(C=C(C(=C3)F)CC(=O)O)F)NS(=O)(=O)C4=C(C=C(C=C4)OC(F)(F)F)Cl
57402257,5.0,C1CC(C1)NC(=O)C2=CC(=C(C=C2)OC3=C(C=C(C=C3)CC(=O)O)Cl)NS(=O)(=O)C4=C(C=C(C=C4)Cl)Cl
57404015,6.0,C1CC(C1)NC(=O)C2=CC(=C(C=C2)OC3=C(C=C(C=C3)CC(=O)O)Cl)NS(=O)(=O)C4=CC=C(C=C4)Cl
76313695,50.0,C1CC1C(=O)NC2=CC=C(C=C2)C(=O)C3=NC=C(C4=CC=CC=C43)CC(=O)O
71226725,2600.0,C1CC1C2=C(OC=N2)CC3=C(C=CC(=C3)C(F)(F)F)C4=CN(C5=C4C=C(C=C5)F)CC(=O)O
53323268,6.7,C1CC1CN(C2CCC3=C(C4=CC=CC=C4N3C2)CC(=O)O)S(=O)(=O)C5=CC=C(C=C5)F
145970970,9.299999999999999,C1CC1N(C2C3CCC3N(C4=CC=CC=C24)C(=O)C5=CC(=CC=C5)F)C(=O)CCC(=O)O
145965291,0.8,C1CC1N(C2C3CCC3N(C4=CC=CC=C24)C(=O)C5=CC(=CC=C5)F)C(=O)OCC(=O)O
145974144,18.0,C1CC1N(C2C3CCC3N(C4=CC=CC=C24)C(=O)C5=CC(=CC=C5)OC(F)(F)F)C(=O)CCC(=O)O
145966642,8.9,C1CC1N(C2C3CCC3N(C4=CC=CC=C24)C(=O)C5=CC=C(C=C5)F)C(=O)CCC(=O)O
145968674,1.4,C1CC1N(C2C3CCC3N(C4=CC=CC=C24)C(=O)C5=CC=C(C=C5)F)C(=O)OCC(=O)O
71118253,3.9,C1CC1N(C2C3CCC3N(C4=CC=CC=C24)C(=O)C5=CC=C(C=C5)OC(F)(F)F)C(=O)CCC(=O)O
71476538,0.9,C1CC1N(C2C3CCC3N(C4=CC=CC=C24)C(=O)C5=CC=C(C=C5)OC(F)(F)F)C(=O)OCC(=O)O
71128670,210.0,C1CC1N(C2C3CCC3N(C4=CC=CC=C24)C(=O)OCC5=CC=CC=C5)C(=O)CCC(=O)O
57403988,7.0,C1CC1NC(=O)C2=CC(=C(C=C2)OC3=C(C=C(C=C3)CC(=O)O)Cl)NS(=O)(=O)C4=C(C=C(C=C4)Cl)Cl
44390276,130.0,C1CC2=C(C1)N(C3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)F)CC(=O)O
53322785,6.8999999999999995,C1CC2=C(C3=CC=CC=C3N2CC1N(CC(F)(F)F)S(=O)(=O)C4=CC=C(C=C4)F)CC(=O)O
53317718,4.1000000000000005,C1CC2=C(C3=CC=CC=C3N2CC1N(CC4=CC=C(C=C4)F)S(=O)(=O)C5=CC=C(C=C5)F)CC(=O)O
53323267,1.6,C1CC2=C(C3=CC=CC=C3N2CC1NS(=O)(=O)C4=CC=C(C=C4)F)CC(=O)O
67358288,145.0,C1CC2=C(CC1C(=O)NC3=CC=CC=C3)C4=CC=CC=C4N2CC(=O)O
44390332,22.0,C1CC2=C(CC1C3=CC=CC=C3)C4=C(N2CC(=O)O)C=CC(=C4)NS(=O)(=O)C5=CC=C(C=C5)F
71459331,2.0,C1CC2=C(CC1NC(=O)CC(C3=CC=CC=C3)C4=CC=CC=C4)C5=C(N2CC(=O)O)C=CC(=C5)F
11545850,3.8,C1CC2=C(CC1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CC(=O)O
123879,21.0,C1CC2=C(CC1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O
11509269,10.0,C1CC2=CC=CC=C2N(C1)C(=O)C(=CC3=CN(C4=CC=CC=C43)CC(=O)O)C#N
71118509,3.5,C1CC2C(C1)N(C3=C(C2N(C4CC4)C(=O)CCC(=O)O)C=C(C=C3)F)C(=O)C5=CC=C(C=C5)OC(F)(F)F
71128667,2.4,C1CC2C(C1)N(C3=C(C2N(C4CC4)C(=O)CCC(=O)O)C=C(C=C3)F)C(=O)C5=CC=C(C=C5)SC(F)(F)F
145966022,59.0,C1CC2C(C1)N(C3=C(C2N(C4CC4)C(=O)CCC(=O)O)C=CC(=C3)Cl)C(=O)C5=CC=C(C=C5)OC(F)(F)F
71476981,1.7,C1CC2C(C1)N(C3=C(C2N(C4CC4)C(=O)CCC(=O)O)C=CC(=C3)F)C(=O)C5=CC=C(C=C5)OC(F)(F)F
71118141,6.2,C1CC2C(C1)N(C3=CC(=C(C=C3C2N(C4CC4)C(=O)CCC(=O)O)F)Cl)C(=O)C5=CC=C(C=C5)OC(F)(F)F
71128570,41.0,C1CC2C(C1)N(C3=CC=CC=C3C2N(C4CC4)C(=O)CCC(=O)O)C(=O)C5=CC=CC=C5
71135161,120.0,C1CC2C(C1)N(C3=CC=CC=C3C2N(C4CC4)C(=O)CCC(=O)O)C(=O)OCC5=CC=CC=C5
145975085,2890.0,C1CC2C(C1)N(C3=CC=CC=C3C2N(C4CC4)C(=O)CCC(=O)O)C5=NN=C(O5)C6=CC=CC=C6
11551847,70.0,C1CCC(CC1)C(=O)N2CCC3=C(C2)C4=CC=CC=C4N3CC(=O)O
70687780,14.0,C1CCC(CC1)C(=O)NC2=CC=C(C=C2)C(=O)C3=NC=C(C4=CC=CC=C43)CC(=O)O
46230147,530.0,C1CCC(CC1)C(C2=CC=CC=C2)C3=NC(=C(S3)CC(=O)O)C4=CC=C(C=C4)Cl
72736342,20.0,C1CCC(CC1)CC(=O)NC2=CC=C(C=C2)C(=O)C3=NC=C(C4=CC=CC=C43)CC(=O)O
11704605,30.0,C1CCC(CC1)N(C2=CC=CC=C2)C(=O)C(=CC3=CN(C4=CC=CC=C43)CC(=O)O)C#N
71139243,175.0,C1CCC2C(C1)C(C3=CC=CC=C3N2C(=O)OCC4=CC=CC=C4)N(C5CC5)C(=O)CCC(=O)O
44390312,22.0,C1CCC2C(CC1)N(C3=C2C=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)F)CC(=O)O
11514705,148.0,C1CCCC(CC1)C2=C(C=CC(=C2)Cl)OCC(=O)O
46229943,230.0,C1CCN(C1)C2=NC=CC(=C2)C3=C(SC(=N3)C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC(=O)O
46229942,660.0,C1CN(C1)C2=NC=CC(=C2)C3=C(SC(=N3)C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC(=O)O
11646408,60.0,C1CN(C2=CC=CC=C21)C(=O)C(=CC3=CN(C4=CC=CC=C43)CC(=O)O)C#N
71733909,11.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)C(F)(F)F)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54
11689895,1.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)C(F)(F)F)CC(=O)O)C(=O)C4=CC=CC=C4
68505327,4.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)Cl)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54
11675066,5.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)Cl)CC(=O)O)C(=O)C4=CC=CC=C4
11494768,9.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC(=CC=C4)Cl
49843471,6.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54
11717304,7.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC=CC=C4
11631813,4.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC=CS4
68503758,4.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)CC4=CC=CC5=CC=CC=C54
71733911,5.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)CC4=CNC5=CC=CC=C54
71733912,10.0,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)CCC4=CC=CC5=CC=CC=C54
71733818,180.0,C1CN(CC2=C1N(C3=C2C=C(C=C3Cl)F)CC(=O)O)C(=O)C4=CC(=CC=C4)Cl
71733910,70.0,C1CN(CC2=C1N(C3=C2C=C(C=C3Cl)F)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54
71733817,35.0,C1CN(CC2=C1N(C3=C2C=C(C=C3F)F)CC(=O)O)C(=O)C4=CC=CC=C4
11494396,820.0,C1CN(CC2=C1N(C3=C2C=CC=C3Cl)CC(=O)O)C(=O)C4=CC=CC=C4
11610353,10.0,C1CN(CC2=C1N(C3=CC=CC=C23)CC(=O)O)C(=O)C4=CC(=CC=C4)Cl
11653874,9.0,C1CN(CC2=C1N(C3=CC=CC=C23)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54
11695689,15.0,C1CN(CC2=C1N(C3=CC=CC=C23)CC(=O)O)C(=O)C4=CC=CC=C4
11624420,200.0,C1CN(CC2=C1N(C3=CC=CC=C23)CC(=O)O)C(=O)CC4=CC=CC=C4
11537570,430.0,C1CN(CC2=C1N(C3=CC=CC=C23)CC(=O)O)C(=O)NC4=CC=CC=C4
11590255,631.0,C1CN(CCN(C1)S(=O)(=O)C2=CC=CC=C2)CC3=C(C=CC(=C3)Cl)OCC(=O)O
11546947,79.0,C1CN(CCN(C1)S(=O)(=O)CC2=CC=CC=C2)CC3=C(C=CC(=C3)Cl)OCC(=O)O
11539052,316.0,C1CN(CCN1CC2=C(C=CC(=C2)C(F)(F)F)OCC(=O)O)C(=O)C3=CC=CC=C3
11518211,18.0,C1CN(CCN1CC2=C(C=CC(=C2)C(F)(F)F)OCC(=O)O)S(=O)(=O)C3=CC=CC=C3
51356842,100.0,C1CN(CCN1CC2=C(C=CC(=C2)Cl)OCC(=O)O)C(=O)CC3=CC=CC=C3
11568443,10.0,C1CN(CCN1CC2=C(C=CC(=C2)Cl)OCC(=O)O)S(=O)(=O)C3=CC=C(C=C3)F
53317503,16.0,C1CN(CCN1CC2=C(C=CC(=C2)Cl)OCC(=O)O)S(=O)(=O)C3=CC=CC=C3
11517780,6.0,C1CN(CCN1CC2=C(C=CC(=C2)Cl)OCC(=O)O)S(=O)(=O)CC3=CC=CC=C3
46229938,2900.0,C1CNCCC1(C2=CC=CC=C2)C3=NC(=C(S3)CC(=O)O)C4=CC=C(C=C4)Cl
67287864,22.0,C1COC2=CC(=C(C=C2C1C(=O)O)Cl)OC3=CC=C(C=C3)C(=O)NC4=CC=CC(=N4)C5=CC=C(C=C5)Cl
72736344,400.0,C1COCCC1C(=O)NC2=CC=C(C=C2)C(=O)C3=NC=C(C4=CC=CC=C43)CC(=O)O
54587658,126.0,C1CS(=O)(=O)C2=C1C=C(C=C2)C3=C(C=CC(=C3)C(F)(F)F)OCC(=O)O
46229855,24.0,C1OC2=C(O1)C=C(C=C2)C3=CC=CC=C3CC4=NC(=C(S4)CC(=O)O)C5=CC=C(C=C5)F
71552009,510.0,CC(=C(C#N)C(=O)NC1=CC=CC=C1)C2=CN(C3=CC=CC=C32)CC(=O)O
19261363,510.0,CC(=O)C1=C(C=CC(=C1)Br)OCC(=O)O
69319218,45.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(N2CC(=O)O)C=C(C=C3)F
69316495,33.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(N2CC(=O)O)C=CC(=C3)C(=O)C
11582965,3.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(N2CC(=O)O)C=CC(=C3)C(F)(F)F
70696660,4.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(N2CC(=O)O)C=CC(=C3)C=O
11682521,2.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(N2CC(=O)O)C=CC(=C3)F
69316753,41.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(N2CC(=O)O)C=CC(=C3)S(=O)(=O)C
69317304,2.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(N2CC(=O)O)C=CC(=C3)[N+](=O)[O-]
69316694,5.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=C(N2CC(=O)O)C=CC=C3F
69315206,2.0,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=CC=CC=C3N2CC(=O)O
45486095,380.0,CC(=O)C1=CC(=C(C=C1)OC2=CC=CC(=C2)CC(=O)O)NS(=O)(=O)C3=CC=CC=C3
11544651,230.0,CC(=O)C1=CC=CC(=C1)CSC2=NC3=CC=CC=C3N2CC(=O)O
46229939,52.0,CC(=O)N1CCC(CC1)(C2=CC=CC=C2)C3=NC(=C(S3)CC(=O)O)C4=CC=C(C=C4)Cl
11521904,1600.0,CC(=O)N1CCC2=C(C1)C3=CC=CC=C3N2CC(=O)O
46229991,360.0,CC(=O)N1CCN(CC1)C2=NC=CC(=C2)C3=C(SC(=N3)C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC(=O)O
70687779,330.0,CC(=O)NC1=CC=C(C=C1)C(=O)C2=NC=C(C3=CC=CC=C32)CC(=O)O
54584710,0.6,CC(C(=O)O)OC1=C(C=C(C=C1)C(F)(F)F)C2=CC=CC(=C2)C#N
44249133,3.9810000000000003,CC(C(=O)O)OC1=C(C=C(C=C1)F)C2=CC(=C(C=C2)C(=O)N3CCCC3(C)C)Cl
57401748,17.0,CC(C(=O)O)OC1=CC=CC(=C1)CCCN2C=C(C=CC2=O)C(C3=CC=CC=C3)C4=CC=CC=C4
719761,61.0,CC(C)(C)C1=C(C=CC(=C1)Br)OCC(=O)O
90644209,32.0,CC(C)(C)C1=CC2=C(N1)C=CC(=C2NS(=O)(=O)C3=C(C=C(C=C3)Cl)Cl)OC4=C(C=C(C=C4)CC(=O)O)OC
44390354,120.0,CC(C)(C)C1CCC2=C(C1)C3=C(N2CC(=O)O)C=CC(=C3)NS(=O)(=O)C4=CC=C(C=C4)F
42641863,3.0,CC(C)(C)NC(=O)C1=CC(=C(C=C1)OC2=C(C=C(C(=C2)F)CC(=O)O)Cl)NS(=O)(=O)C3=C(C=C(C=C3)C4CC4)Cl
44128594,9.0,CC(C)(C)NC(=O)C1=CC(=C(C=C1)OC2=C(C=C(C(=C2)F)CC(=O)O)Cl)NS(=O)(=O)C3=C(C=C(C=C3)OC(F)(F)F)Cl
57393533,5.0,CC(C)(C)NC(=O)C1=CC(=C(C=C1)OC2=C(C=C(C=C2)CC(=O)O)Cl)NS(=O)(=O)C3=C(C=C(C=C3)Cl)Cl
57391799,9.0,CC(C)(C)NC(=O)C1=CC(=C(C=C1)OC2=C(C=C(C=C2)CC(=O)O)Cl)NS(=O)(=O)C3=CC=C(C=C3)Cl
45109987,2.3,CC(C)(C1=CC=C(C=C1)F)C(=O)N(C)C2CCC3=C(C4=C(N3C2)N=CC=C4)CC(=O)O
54583710,6.2,CC(C)(C1=CC=C(C=C1)F)C(=O)N(C)C2CCC3=C(C4=CC=CC=C4N3C2)CC(=O)O
56653431,200.0,CC(C)(C1=CN=C(C2=CC=CC=C21)C(=O)C3=CC=C(C=C3)C(=O)NCCC4=CC=C(C=C4)Cl)C(=O)O
56594650,360.0,CC(C)C1=C(C=C(C=C1)S(=O)(=O)C)C#CC2=C(C=CC(=C2)Cl)OCC(=O)O
11516353,42.0,CC(C)C1=CC2=C(C=C1)N(C3=C2CN(CC3)C(=O)C4=CC=CC=C4)CC(=O)O
46230381,1200.0,CC(C)C1=CC=C(C=C1)NC2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl
56839590,46.0,CC(C)CC(=O)N(CC1=CC=C(C=C1)S(=O)(=O)C)C2=CC(=CC(=C2)C3=NNN=N3)F
